id,keywords
1779,capitalism economics unemployment corporategreed
10849,newyork cinema greatdepression fallinginlove moviestar spectacle
678,detective smalltown gasstation deaf-mute suppressedpast femmefatale partner deception briefcase gangster doublecross classicnoir taxevasion framedformurder filmnoir
907,lovetriangle nurse suicideattempt lossoffamily worldwari russianrevolution1917 forbiddenlove stepparents daughter epic
5961,brothersisterrelationship sweden lossofchild lossoffather bishop dyinganddeath funeral childprodigy
47908,escape seniorcitizen daughter–in–law
2887,gay aids madeforcabletv hiv doctor epidemic lgbthistory virus
11974,paranoia garbage psychopath vacation darkcomedy neighbor suburbia serialkiller slasher chainsaw murderer olddarkhouse pigmask newneighbor axemurder dreamsequence darkhumor psycho neighborhood madman lunatic
20348,trip airplane independentfilm skydiving automobile surpriseparty austintexas roadmovie malebonding firework dusty stuntflying
26648,concentrationcamp eroticism jam uniform sadomasochism unfaithfulness guilt naziresistance womandirector vienna
11911,nazis career pactwiththedevil demon spectacle
793,smalltown ear suspense independentfilm policeman earcutoff
35144,greatdepression attemptedrape hitchhiking childsmokingcigarette ridingfreighttrain institution
9325,indianlead narration humananimalrelationship musical feralchild jungle talkinganimal anthropomorphism orphan disney animallead waltdisney
10340,cat spaghetti lover(female) loveofone'slife kiss animation dog
10144,sea fireworks prince kingdom daughter mermaid princess animation spell truelove bargain
10414,sportsteam sport icehockey hockeygame winning feel-goodending thebiggame
10437,holiday future musical past scrooge christmascarol charlesdickens christmas
15300,juvenilecrime childempowerment brawl boysinger namechange slingshot juveniledetention
12230,puppy animation dog dalmatian
13380,holiday motherdaughterrelationship christmas
10693,flying brothersisterrelationship becominganadult magic fairy childhero bravery pirategang mermaid animation pirate nativepeoples
11335,baby blackmail supernaturalpowers basedoncartoon sailor spinach abandonedbaby
11135,diamant kidnapping mouse alligator baby-snatching eagle australia waterfall poacher nest australianoutback
11319,kidnapping mouse baby-snatching bottle rescue animation energy rescuemission mole car hole tide
15969,middleeast musical sequel revenge magicalobject animal aftercreditsstinger aladdin
13155,wizardofoz
10249,superhero losangeles flyingman pilothero nazicollaborator 1980s
15943,lawyer dog districtattorney
10882,sleep magic prince castle fairytale kingdom musical kiss princess sleepingbeauty animation knight dragon dungeon basedonfairytale fairies
24808,circus witch basedonnovel lightning dream maze elephant clown carnival spider blackmagic boy decapitation storm tarantula gothic sideshow childmurder autumn lightningrod
19762,independentfilm
13850,southern
2619,bachelor mermaid
53565,musical
27332,sex basedonnovel oklahoma shooting comingofage
97,videogame hacker virtualreality dystopia computer sciencefiction
10419,suicide worldwarii musical antisemitism naziresistance swingdancing
11675,california newidentity halloween witnessprotection brother sister boardingschool schoolparty uncle maskedkiller underagedrinking principal violence death evil michaelmyers seventeen
2107,television meteorology metereologist tvduel weatherman losangeles unemployment
6471,wildcomedy blow neominstrelsy phonebook sharecropper tenniscourt
9442,nostalgia parody moviereference blackandwhite cultfilm privatedetective neo-noir 1940s
11591,brain justmarried marriagecontract wedding brainsurgeon
13697,adultery earthquake hope grandcanyon arrest friendship ensemble mugger kindness
19158,maneatenbymonster
227,streetgang children'shome comingofage gang juveniledelinquent basedonyoungadultnovel
87,riddle treasure heart skeleton treasurehunt torture violence monkey cultfilm archaeologist thuggee conveyorbelt minecar ropebridge belching childdrivingacar eatingbrains splits indianajones archeology 
123,elves dwarves hobbit mission
9314,vatican fascism totalitarianregime dystopia bigbrother brainwashing orwellian
11336,coma sheriff basedonnovel sacrifice suspense psychopathickiller premonition independentfilm vision doctor caraccident seriesofmurders psychic darkhero gothic madness flashback
9980,manvsmachine gasstation roadhouse apparatsandtechnics siege lorry comet automation truck arcade explodingtruck explodinggasolinestation
10657,sheriff basedonnovel smalltown strangeness manipulation pain malice prank devil desire occult
10489,basedonnovel cadillac st.bernard'sdog dam cultfavorite corpse singinginacar rabies rabiddog rabbithole maddog
10823,smalltown sacrifice childrengang humansacrifice paganism evilpreacher preacher cornfield religiouscult killerchild stephenking
11497,neworleans heaven germanshepherd secondchance
2907,deadwish vampire blackhumor uncle eccentric werewolf macabre loanshark accountant
9454,france gypsy childabuse slavery leonardodavinci prince fairytale royalty orphan evilstepmother stepsiblings 16thcentury brigands classism bandits commoner emotionalabuse
8688,casino politicalactivism boxer missionofmurder boxingmatch suspense policeofficer witnesstomurder
118452,sex misfit boring
16155,robbery organizedcrime gangster safecracker roshhashanah
48894,buddhistmonk mountainlake tibet
23954,femalenudity casino cocaine nudity casanova murder atlanticcity mobster gangster oldermanyoungerwomanrelationship violence pokergame tenement drug funeralhome croupier dealer hippy lemons
12761,lossofson marriage pianist invalid
396,alcohol adultery professor fantasy marriedcouple son guest basedonplayormusical cultclassic
14367,blues unfaithfulboyfriend onenight playboymagazine suburbanite shortsightedness chopshop homelessman stitches  expressway carryingsomeone towtruckdriver fratparty criminalgang hangingfromarooftop heldhostage autotheft norsemythology
11814,nerd biker teenager morphing malefantasy
16081,england snail vegetarian rainstorm shell
18331,professor chemistry love teacher student potion pianoplaying
15171,spider musical talkinganimal dryingselfwithtowel animalhumancommunication spiderweb sentimental talkingpig
11837,gore animation violence rabbit runt rivercrossing adultanimation
11704,secret mouse owl widow crow illness
11639,liberation castle mythicalcreature mission fantasyworld crystal
4978,newyork cat immigration russia mouse americandream jew cossack hanukah pogrom
10380,sheriff indianterritory mouse family
11976,gump
15144,birthday nerd crush farce teenager exchangestudent
11522,recordstore lovesickness class love crush outcast teenagecrush slumberparty relationship family schoollife origin
11557,friendship secretadmirer postcollege
13853,stoneage tribe cavemen prehistoricadventure prehistorictimes neanderthal prehistoricman
11415,vietnamwar hauntedhouse author
37530,house
8393,africa airplane botswana god tribe mockumentary desert kalahari bushman aeroplane tribal
11937,civilization safari stowaway slapstick tribe disappearance scientist kalahari bushman aeroplane tribal
21661,americanfootball sport dog
9320,londonengland weathermanipulation wretch
33644,blackpeople agedifference jamaica vacation femaleprotagonist
14662,sex independentfilm moving beverlyhills womandirector nursingschool nomad
39930,murder serialkiller serialmurder violence
10692,chicago prostitute rape sadistic nudity sister psychopath murder videocamera serialkiller true blood extremeviolence killingspree incest cultfilm murdererduo
805,anti-christ contemporarysetting laundry occult demonicpossession sataniccult luckycharm womaninjeopardy eatingdisorder catholicpriest
34584,basedonnovel fictionalplace wolf mythology magic horse book fairytale bully school talkinganimal reading bookstore fantasyworld giant gnome quest
34636,book sequel reading
2182,mutation aggressionbyplant musical tomato vegetable low-budget parody madscientist bmovie spoof cultfilm
77469,impotence malefriendship extramaritalaffair unhappiness
10278,deathpenalty friendship malaysia marijuana childhoodfriends
36647,suicide hero vampire bite fistfight supernatural vampirehunter superhero rivalry tragichero goodvsevil onemanarmy extremeviolence martialartsmaster scientist violence disarmingsomeone blade machinegun englishsubtitlesinoriginal hypodermicneedle microscope secretheadquarters bulletdodging bullettime kickedinthegroin xrayedskeleton mouthguard escapade imaginary deadly masterwarrior supernaturalability fangvamp
17915,dance sport beautifulwoman dancecontest ballroomdancing womandirector
14557,college drug fraternityhouse pot teensuicide autopsyroom
9417,falselyaccused deathpenalty violin attempttoescape violinist spoof
41469,independentfilm
19381,womandirector
34637,suspense
4011,minister giantsnake skeleton calypso arts afterlife childbride possession surrealism teenagegirl ghost
161795,love american pin stranger ruby
1580,plannedmurder banquet victimofmurder footlocker strangle rope suspense basedonplayormusical longtake
5854,fortuneteller kidnapping falseidentity heir spiritualist
573,londonengland rape police suspense serialkiller
2370,newyork cia cuba coldwar suspense
5780,coldwar eastgermany
506,philadelphia posttraumaticstressdisorder prostitute rape horserace sexualabuse inlovewithenemy suicideattempt clerk blackmail sexualfrustration lie horsebackriding women'ssexualidentity newidentity kleptomania baltimore horse frigidity honeymoon fetish ridingaccident cruise psychology self-defense fetishism chase suspense cowardliness
22527,robbery musician innocence insurance
